Id,SalePrice
1461,118648.6573393727
1462,152629.12840399327
1463,176180.0985132902
1464,196685.82176802913
1465,196506.5051407577
1466,170952.47906086768
1467,183425.38975614693
1468,164687.60752690135
1469,186208.2636925013
1470,119562.44591713148
1471,192958.58157711633
1472,100390.59800329716
1473,95561.49777973923
1474,148159.3756834229
1475,117155.02733899411
1476,354752.6230064931
1477,245748.8580913487
1478,282707.96464250976
1479,283146.66905736335
1480,478991.9508281413
1481,327173.4573643787
1482,212547.90889140338
1483,173668.02414963162
1484,166186.1930502392
1485,192317.7054786354
1486,196482.93289257737
1487,318386.60531904385
1488,232354.04193460767
1489,187748.7986631046
1490,227756.4615863802
1491,191799.19181723322
1492,91875.80201254306
1493,171618.4009675489
1494,289925.7782825462
1495,283758.94621104
1496,235407.0421082767
1497,177297.3620489202
1498,170475.17244187478
1499,163483.06772203208
1500,154088.78379161563
1501,174317.6948840986
1502,159116.33353949527
1503,273732.6796927128
1504,244899.4646478407
1505,227560.1713871669
1506,188547.47368444447
1507,255014.4093395847
1508,198386.5691628714
1509,160894.20929466037
1510,143243.56561761914
1511,151753.34300218825
1512,172621.73950783946
1513,148513.94757734495
1514,149778.46263676116
1515,192357.51196280285
1516,151505.89625259786
1517,168559.5661503745
1518,130722.820195243
1519,212383.65079475683
1520,127866.38574679584
1521,127037.14393782913
1522,175764.33861171405
1523,108293.95139529405
1524,115939.59147451876
1525,121085.16606774222
1526,107233.73370435977
1527,108523.73390513916
1528,137187.77873454994
1529,148371.15056115927
1530,178679.15142186568
1531,108443.10956669327
1532,100898.45026846994
1533,145886.83965246528
1534,120348.43308698988
1535,143650.7576705275
1536,103679.42130196013
1537,64144.533774940544
1538,140750.9834354022
1539,185224.2477774747
1540,93678.36494804187
1541,126386.95107539171
1542,135599.22606055284
1543,178972.31277150047
1544,89089.09590074669
1545,114347.16405756114
1546,137650.88424631782
1547,121522.52842779914
1548,133410.898701728
1549,122306.5587464662
1550,133595.40159408434
1551,108032.29694941077
1552,133043.47321205147
1553,133770.50878900688
1554,119706.59499203482
1555,157209.16919288752
1556,89837.54401682863
1557,99901.7910171403
1558,103930.89742481487
1559,60984.11220333481
1560,143890.6279542661
1561,121140.02090136195
1562,131403.13981708116
1563,117321.15586407288
1564,152513.5353918473
1565,144996.6195874159
1566,226498.0612198197
1567,78620.82358661362
1568,243071.4252258287
1569,119362.9462861053
1570,141937.65733494004
1571,116001.12044470602
1572,137609.3843255109
1573,211171.5894116889
1574,123008.327476976
1575,221787.33616869734
1576,255057.91872941208
1577,176279.6621089633
1578,138885.79952231722
1579,152940.0162649149
1580,195579.7392627548
1581,153683.1437127258
1582,125328.89076892614
1583,296864.1676438421
1584,220159.99830538526
1585,139234.87590345205
1586,69259.82137788569
1587,102922.43142134076
1588,145466.8474941716
1589,92220.42430565125
1590,133004.2524646507
1591,90833.72117299386
1592,107581.20217753953
1593,129091.92903935815
1594,120404.80004490494
1595,106280.16129944165
1596,222199.22286273894
1597,190202.8697834243
1598,219628.84176905995
1599,171207.4039163479
1600,164244.30298300457
1601,72138.1298824851
1602,111718.08836727543
1603,72098.54121973547
1604,250084.67293681586
1605,247011.039896611
1606,169370.18970921103
1607,178715.76079233518
1608,213378.18991407336
1609,178348.61418925718
1610,146450.04485269982
1611,134457.4608423503
1612,167413.85145526676
1613,162785.8693304908
1614,119808.28574910949
1615,90405.36183124098
1616,78192.02141005214
1617,94489.57115296085
1618,127298.83734038168
1619,141856.82404111046
1620,166376.86054962254
1621,138264.56774060745
1622,141269.64633380086
1623,261415.15668263918
1624,211141.27496249788
1625,117826.17800541462
1626,175140.8223518123
1627,190097.70925836614
1628,277176.82371466485
1629,183571.01827495897
1630,353937.51268355193
1631,224951.65568957527
1632,238375.19059987666
1633,174755.51761282494
1634,186418.55444418092
1635,178417.90072967808
1636,156102.90411347637
1637,191528.28338095316
1638,178143.5003479093
1639,187228.94085380243
1640,259348.24684389742
1641,179460.2144193718
1642,239776.01933249494
1643,214149.7895159056
1644,236512.61302092206
1645,187434.0994911163
1646,161891.96592008945
1647,156347.42660447492
1648,129029.43336080285
1649,140987.97346890648
1650,112995.92537667396
1651,124806.02420917885
1652,100126.84883295815
1653,103143.17948365795
1654,148748.946804344
1655,136741.49953166454
1656,141365.74313420826
1657,148798.6582111075
1658,148858.72167816377
1659,125802.11804956598
1660,155467.0057188242
1661,410216.303365354
1662,397506.3756014104
1663,362562.786915101
1664,475732.53528190806
1665,294282.478052016
1666,320847.5319511007
1667,378270.6389548691
1668,343153.8316495611
1669,300734.4761784993
1670,338411.13960343983
1671,269578.66517526563
1672,427681.58416470204
1673,297748.3228484988
1674,247133.6575730946
1675,199359.55585642526
1676,194771.42790350819
1677,218683.3804343803
1678,449023.1080665518
1679,369666.26447816036
1680,315219.0289237638
1681,239121.61493993964
1682,308200.12952709134
1683,193203.91928655584
1684,175411.25608179197
1685,177555.75821534518
1686,173717.09078762148
1687,176253.04130083753
1688,192046.35857699806
1689,195081.44840710866
1690,202889.40428819487
1691,193136.57678022326
1692,260856.63076059966
1693,166795.439760905
1694,182601.2232028342
1695,167493.6076683477
1696,260709.44642343099
1697,171437.70649593262
1698,336833.75571234786
1699,308817.7397066768
1700,246360.18731784573
1701,266748.10665335343
1702,232722.7070283735
1703,238625.96695654464
1704,278541.23483529425
1705,238870.8417536961
1706,305188.31631745066
1707,205404.0853102897
