MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
5.176862901405597,RL,21.250579425066803,50.36189543318343,134217727.96875,-0,204.6,Lvl,AllPub,Inside,57906880901620,CollgCr,Norm,Norm,1Fam,2Story,4.622618654203131,2.867896894173983,1681.3391945474693,28.311848562910583,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.8723635707367015,1.0182958025363453,1.2642960518099695,PConc,12,28.46135058128977,0.581977243893841,4.457999650655042,15.314669092403832,0.5221481884438309,-0,20.363989938825085,209.85715434165147,GasA,17.18104996405176,137055.99721003673,SBrkr,21.765348044332434,4.4941413179367355,-0,29.880180294337865,0.42849610750815703,-0,1.472910273060395,0.34739060496094093,2.539291416275996,0.4272696947531169,1.3796139347883993,2.559733197655307,3451336482012252e10,-0,0,Attchd,30334692.98570007,1.6134920801192252,2.31165254247425,193.09254628084364,56.88742159071991,68.27687803119976,15942.719983356465,-0,4.30225166075486,-0,-0,-0,-0,-0,-0,0,-0,0.9159347838128745,1.536498181437877,WD,Normal
0,RL,26.612707378102957,52.976148747075875,134217727.96875,-0,204.6,Lvl,AllPub,FR2,57906880901620,Veenker,Feedr,Norm,1Fam,1Story,3.947473365922626,4.462016390868844,1160.3277281110065,15.840248692861133,Gable,CompShg,MetalSd,MetalSd,0,-0,0.6605774620202799,1.2642960518099695,CBlock,12,28.46135058128977,1.0902931503413658,3.8196942606280295,16.843209611485765,0.5221481884438309,-0,28.188851953368147,281.14897244577674,GasA,17.18104996405176,137055.99721003673,SBrkr,27.095122999766495,-0,-0,25.871919847000967,-0,0.042105260173378206,1.472910273060395,-0,2.539291416275996,0.4272696947531169,0.7987697769322357,2.0157972534969013,3451336482012252e10,0.583877572805885,TA,Attchd,29371011.930893913,1.6134920801192252,2.31165254247425,167.7437928772412,56.88742159071991,68.27687803119976,15942.719983356465,4.5776081742326795,0,-0,-0,-0,-0,-0,-0,0,-0,3.185820900223936,0.8531883597154111,WD,Normal
5.176862901405597,RL,22.356205240415672,56.32712388255437,134217727.96875,-0,48.4,Lvl,AllPub,Inside,57906880901620,CollgCr,Norm,Norm,1Fam,2Story,4.622618654203131,2.867896894173983,1640.2490938813296,27.878290455033415,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.823195677009112,1.0182958025363453,1.2642960518099695,PConc,12,28.46135058128977,0.8369174259804454,4.457999650655042,13.699124326971843,0.5221481884438309,-0,34.854485066296945,221.57867221711425,GasA,17.18104996405176,137055.99721003673,SBrkr,22.754380594552625,4.499930752444824,-0,30.46884121203159,0.42849610750815703,-0,1.472910273060395,0.34739060496094093,2.539291416275996,0.4272696947531169,1.3796139347883993,2.0157972534969013,3451336482012252e10,0.583877572805885,TA,Attchd,30262690.131018788,1.6134920801192252,2.31165254247425,209.90620454433153,56.88742159071991,68.27687803119976,15942.719983356465,-0,3.906281323652524,-0,-0,-0,-0,-0,-0,0,-0,5.752709349016242,1.536498181437877,WD,Normal
5.594901469966452,RL,19.364017654421332,52.8677927803555,134217727.96875,-0,48.4,Lvl,AllPub,Corner,57906880901620,Crawfor,Norm,Norm,1Fam,2Story,4.622618654203131,2.867896894173983,283.0951185180364,12.759929086334058,Gable,CompShg,Wd Sdng,Wd Shng,0,-0,0.6605774620202799,1.2642960518099695,BrkTil,7.5,59.501537007269455,0.581977243893841,3.8196942606280295,10.63721378225676,0.5221481884438309,-0,38.84600960807184,191.09129049722728,GasA,10.109332636594072,137055.99721003673,SBrkr,23.351049840610603,4.443124609597032,-0,29.935295846829224,0.42849610750815703,-0,0.8314709717589641,-0,2.539291416275996,0.4272696947531169,1.3796139347883993,2.3043952020891276,3451336482012252e10,0.583877572805885,Gd,Detchd,30154871.830264706,0.8789130662526581,3.6282109096644986,219.28564357829987,56.88742159071991,68.27687803119976,15942.719983356465,-0,3.7150586610427663,0.7687071142887797,-0,-0,-0,-0,-0,0,-0,0.9159347838128745,0,WD,Abnorml
5.176862901405597,RL,27.98063410697671,61.57351983989846,134217727.96875,-0,48.4,Lvl,AllPub,FR2,57906880901620,NoRidge,Norm,Norm,1Fam,2Story,5.277735851329075,2.867896894173983,1619.8501819864166,27.005969919876847,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.008148475926318,1.0182958025363453,1.2642960518099695,PConc,12,28.46135058128977,0.9878317813343409,4.457999650655042,14.978978122108156,0.5221481884438309,-0,37.02041828228599,261.28630555835775,GasA,17.18104996405176,137055.99721003673,SBrkr,25.751438656985258,4.579965299239868,-0,33.34528947291738,0.42849610750815703,-0,1.472910273060395,0.34739060496094093,3.279872897985598,0.4272696947531169,1.3796139347883993,2.789672009748408,3451336482012252e10,0.583877572805885,TA,Attchd,30226725.90463956,1.6134920801192252,3.6282109096644986,271.0767978240398,56.88742159071991,68.27687803119976,15942.719983356465,4.295248569550216,4.64600063721647,-0,-0,-0,-0,-0,-0,0,-0,7.501220935927971,1.536498181437877,WD,Normal
4.663520777410319,RL,28.319100769604987,61.3410144617232,134217727.96875,-0,48.4,Lvl,AllPub,Inside,57906880901620,Mitchel,Norm,Norm,1Fam,1.5Fin,3.248152866507817,2.867896894173983,1479.8128317059254,24.792808190373712,Gable,CompShg,VinylSd,VinylSd,0,-0,0.6605774620202799,1.2642960518099695,Wood,12,28.46135058128977,0.581977243893841,4.457999650655042,15.478674999363466,0.5221481884438309,-0,13.006956889139575,198.66780966921388,GasA,17.18104996405176,137055.99721003673,SBrkr,20.762658775094934,4.318728960792378,-0,26.863635268043176,0.42849610750815703,-0,0.8314709717589641,0.34739060496094093,0.9263764082403105,0.4272696947531169,0.7987697769322357,1.6813796937789283,3451336482012252e10,-0,0,Attchd,29975670.29836205,0.8789130662526581,2.31165254247425,173.5840725705422,56.88742159071991,68.27687803119976,15942.719983356465,3.2127464040621945,3.554656515465268,-0,0.06618133686300463,-0,-0,-0,0.27588856214562474,Shed,0.23474178403738177,6.3486189007219345,2.1285763381800686,WD,Normal
0,RL,24.868889127016228,54.002785150013246,134217727.96875,-0,204.6,Lvl,AllPub,Inside,57906880901620,Somerst,Norm,Norm,1Fam,1Story,5.277735851329075,2.867896894173983,1702.029819172486,29.17395306219744,Gable,CompShg,VinylSd,VinylSd,Stone,2.8590841149703787,1.0182958025363453,1.2642960518099695,PConc,17.5,28.46135058128977,0.9878317813343409,4.457999650655042,18.54597443601238,0.5221481884438309,-0,29.790870913730387,349.6407500977889,GasA,17.18104996405176,137055.99721003673,SBrkr,31.259354256136213,-0,-0,29.753493181709636,0.42849610750815703,-0,1.472910273060395,-0,2.539291416275996,0.4272696947531169,1.3796139347883993,2.3043952020891276,3451336482012252e10,0.583877572805885,Gd,Attchd,30370731.623413447,1.6134920801192252,2.31165254247425,217.63780131503188,56.88742159071991,68.27687803119976,15942.719983356465,4.478588140231849,4.229870107706042,-0,-0,-0,-0,-0,-0,0,-0,5.141338700981748,0.8531883597154111,WD,Normal
5.176862901405597,RL,22.356205240415672,54.61588049981058,134217727.96875,-0,48.4,Lvl,AllPub,Corner,57906880901620,NWAmes,PosN,Norm,1Fam,2Story,4.622618654203131,3.4283638655697826,1107.0702387136312,14.320360882858418,Gable,CompShg,HdBoard,HdBoard,Stone,2.9220894849104777,0.6605774620202799,1.2642960518099695,CBlock,12,28.46135058128977,0.8369174259804454,3.8196942606280295,16.220872200727985,0.8714592646917418,0.6807760689922341,24.54327395182711,254.72773723378694,GasA,17.18104996405176,137055.99721003673,SBrkr,25.287662061771872,4.552035561868839,-0,32.63621732591793,0.42849610750815703,-0,1.472910273060395,0.34739060496094093,2.539291416275996,0.4272696947531169,0.7987697769322357,2.3043952020891276,3451336482012252e10,0.8410938381230121,TA,Attchd,29265048.60441117,1.6134920801192252,2.31165254247425,174.7462457886247,56.88742159071991,68.27687803119976,15942.719983356465,4.426217369537074,5.616682711056237,0.7685727016128268,-0,-0,-0,-0,-0,Shed,0.23474178403418908,6.930953949706096,2.1285763381800686,WD,Normal
4.663520777410319,RM,15.803064492975233,44.02198266245706,134217727.96875,-0,204.6,Lvl,AllPub,Inside,57906880901620,OldTown,Artery,Norm,1Fam,1.5Fin,4.622618654203131,2.867896894173983,468.2932736674171,0,Gable,CompShg,BrkFace,Wd Shng,0,-0,0.6605774620202799,1.2642960518099695,BrkTil,7.5,28.46135058128977,0.581977243893841,0.9124876641119135,0,0.5221481884438309,-0,51.33810790972145,227.36258421684184,GasA,10.109332636594072,137055.99721003673,FuseF,24.192935849574326,4.440885985581312,-0,30.377289025137983,-0,-0,1.472910273060395,-0,1.7602808566008654,0.531888474086998,0.7987697769322357,2.559733197655307,24870815968582503e7,0.8410938381230121,TA,Detchd,27804813.533620223,0.8789130662526581,2.31165254247425,170.0858672494267,18.351957755667105,68.27687803119976,15942.719983356465,3.7866190546270087,0,0.7684756261259686,-0,-0,-0,-0,-0,0,-0,2.477850694338469,1.536498181437877,WD,Abnorml
8.215741560651463,RL,15.391831060265941,47.76508580366396,134217727.96875,-0,204.6,Lvl,AllPub,Corner,57906880901620,BrkSide,Artery,Artery,2fmCon,1.5Unf,3.248152866507817,3.4283638655697826,573.6967436536876,0,Gable,CompShg,MetalSd,MetalSd,0,-0,0.6605774620202799,1.2642960518099695,BrkTil,7.5,28.46135058128977,0.581977243893841,4.457999650655042,16.176706274537583,0.5221481884438309,-0,19.651199515581183,234.34653709010115,GasA,17.18104996405176,137055.99721003673,SBrkr,24.910791113459318,-0,-0,23.82964257614193,0.42849610750815703,-0,0.8314709717589641,-0,1.7602808566008654,0.531888474086998,0.7987697769322357,1.6813796937789283,3451336482012252e10,0.8410938381230121,TA,Attchd,28079615.31022446,1.6134920801192252,1.089727190931895,87.46637526795773,136.17626963474103,68.27687803119976,15942.719983356465,-0,1.6356209948221496,-0,-0,-0,-0,-0,-0,0,-0,0,1.536498181437877,WD,Normal
